name,date of birth,country of citizenship,sex or gender,AGORHA person/institution ID,Academic Tree ID,Australian Dictionary of Biography ID,BAV ID,BHL creator ID,BIBSYS ID,BNA authority ID,BNE ID,BVMC person ID,Babelio author ID,Bait La Zemer Ha-Ivri artist ID,Biografisch Portaal number,BnF ID,British Museum person-institution,C-SPAN person ID,CANTIC-ID,CERL ID,CONOR ID,CRIStin ID,CTHS person ID,Cambridge Alumni Database ID,Catalogus Professorum Academiae Rheno-Traiectinae ID,Catalogus Professorum Lipsiensis ID,Catalogus Professorum Rostochiensium ID,CiNii author ID,Commons Creator page,Commons category,Commons gallery,Cultureel Woordenboek identifier,DAAO ID,DBLP ID,DBNL author ID,Dialnet author ID,Dictionary of New Zealand Biography,Dictionary of Swedish National Biography,Dictionary of Welsh Biography ID,Discogs artist ID,Dizionario Biografico degli Italiani,EGAXA ID,EMLO person ID,ESPNcricinfo.com player ID,Electronic Enlightenment ID,Enciclopedia Treccani ID,Encyclopedia of Australian Science ID,Encyclopædia Britannica Online ID,Erdős number,FAST ID,Facebook profile ID,Fellow of the Royal Society ID,Filmportal ID,Find a Grave grave ID,Freebase ID,GND ID,GTAA ID,Geni.com profile ID,Goodreads author ID,Google Scholar author ID,Gran Enciclopèdia Catalana ID,Great Russian Encyclopedia Online ID,HDS ID,Hansard (1803–2005) ID,History of Modern Biomedicine ID,History of Parliament ID,IMDb ID,IPA transcription,IPNI author ID,ISNI,InPhO ID,Italian Chamber of Deputies dati ID,Jewish Encyclopedia ID (Russian),KNAW past member ID,KVAB member ID,Kindred Britain ID,LAC ID,LNB ID,Legacies of British Slave-ownership person ID,Leidse Hoogleraren ID,Leopoldina member ID,Les Archives du Spectacle ID,Library of Congress authority ID,LibriVox author ID,Loop ID,Léonore ID,MacTutor id (biographies),Marburger Professorenkatalog ID,MathWorld identifier,Mathematics Genealogy Project ID,Munk's Roll ID,Munzinger IBA,MusicBrainz artist ID,Musée d'Orsay artist ID,NDL Auth ID,NE.se ID,NKCR AUT ID,NLA (Australia) ID,NLP ID,NLR (Romania) ID,NNDB people ID,NSK ID,NSZL ID,NUKAT (WarsawU) authorities,National Academy of Medicine (France) MemberID,National Inventors Hall of Fame ID,National Library of Greece ID,National Library of Ireland authority,National Library of Israel ID,National Portrait Gallery (London) person ID,National Thesaurus for Author Names ID,Nobel Prize People Nomination ID,Nobel prize ID,ODIS ID,ORCID iD,Open Library ID,OpenPlaques subject ID,Oxford Biography Index Number,PTBNP ID,Parlement & Politiek ID,People Australia ID,Perlentaucher ID,Persée author ID,Photographers' Identities Catalog ID,Plarr ID,Polish scientist ID,Project Gutenberg author ID,Quora topic ID,RERO ID,RKDartists ID,RSL ID (person),RePEc Short-ID,ResearcherID,Rodovid ID,SBN ID,SELIBR,SHARE Catalogue author ID,SNAC ID,SSRN author ID,SUDOC authorities,Sandrart.net person ID,Saxon Academy of Sciences member ID,Scopus Author ID,Shakeosphere person ID,Six Degrees of Francis Bacon ID,Social Networks and Archival Context ID,Spenserians person ID,Sports-Reference.com Olympic athlete ID,Stanford Encyclopedia of Philosophy ID,Stuttgart Database of Scientific Illustrators ID,Swiss Federal Archives ID,Sächsische Biografie,TED speaker ID,Te Papa artist ID,Teuchos ID,Treccani ID,Twitter username,UK National Archives ID,ULAN ID,University of Barcelona authority ID,VIAF ID,Vimeo username,WeRelate person ID,Who's Who in France biography ID,WikiTree ID,WomenWriters ID,World Bridge Federation ID,YouTube channel ID,academic degree,affiliation,allegiance,archives at,audio recording of the subject's spoken voice,author citation (zoology),award received,birth name,botanist author abbreviation,cause of death,child,commemorative plaque image,conflict,contributed to published work,date of death,described at URL,described by source,doctoral advisor,doctoral student,educated at,electoral district,employer,ethnic group,family name,father,feed URL,field of work,genealogics.org person ID,given name,image,image of grave,influenced by,instance of,"languages spoken, written or signed",links,list of works,manner of death,medical condition,member of,member of political party,member of sports team,military branch,mother,name in kana,name in native language,native language,noble title,nominated for,notable work,occupation,official website,openMLOL author ID,parliament.uk ID,part of,participant of,place of birth,place of death,place of detention,place of interment,place of origin (Switzerland),position held,religion,residence,sibling,signature,significant event,sport,spouse,student,student of,student register of the University of Helsinki ID (1853–1899),taxon range map image,topic's main category,warheroes.ru ID,work location,zbMATH author ID
"Booth, Charles",[30 March 1840Gregorian],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12359082b],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Charles Booth],[Charles Booth],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[biography/Charles-Booth],NA,[56751],NA,NA,NA,NA,[/m/04hgyh],[119180170],NA,NA,NA,NA,[0011256],[1890571],NA,NA,NA,NA,NA,NA,NA,[0000 0001 0860 3891],NA,NA,NA,NA,NA,[I11873],NA,NA,NA,NA,NA,NA,[n80079620],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[00620397],NA,[ola2002153862],[35020279],NA,NA,[501/000179961],NA,NA,NA,NA,NA,NA,NA,"[001786283, 000429340]",[mp00484],[068021755],NA,NA,NA,NA,[OL1141096A],[497],[101031966],NA,NA,[794524],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[032590091],NA,NA,NA,NA,NA,[w6pk4qrz],NA,NA,NA,NA,NA,NA,NA,NA,NA,[charles-booth],NA,NA,NA,NA,[120730771],NA,[Charles_Booth_(7)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Fellow of the Royal Society, Guy Medal, 1892]",NA,NA,NA,NA,NA,NA,NA,[23 November 1916Gregorian],NA,NA,NA,NA,NA,NA,NA,NA,[Booth],NA,NA,NA,NA,[Charles],[Charles Booth by George Frederic Watts.jpg],NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q555978,NA,NA,NA,"[Royal Society, Royal Statistical Society]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[sociologist, statistician]",NA,NA,NA,NA,NA,[Liverpool],[Leicestershire],NA,NA,NA,[Member of the Privy Council of the United Kingdom],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Booth map of Whitechapel.jpg],NA,NA,[London],NA
"Fox, John",[25 April 1946],NA,[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[173217362],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[17780176X],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[101440451],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[University College London, Imperial College London]",NA,NA,NA,NA,NA,NA,NA,NA,[John],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q6233810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[statistician, author]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dewey, Davis Rich",[7 April 1858Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[57411],NA,NA,NA,NA,NA,[1028977891],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1067 8585],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n80086444],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[vtls000463953],[000429615],NA,[069070679],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[088897729],NA,NA,NA,NA,NA,[w6tt4s0k],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[64383871],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13 December 1942],NA,NA,NA,NA,"[Johns Hopkins University, University of Vermont]",NA,NA,NA,[Dewey],NA,NA,NA,NA,[Davis],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q5241956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[economist, statistician]",NA,NA,NA,NA,NA,[Burlington],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aitken, Alexander",[1 April 1895Gregorian],[New Zealand],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13488766q],NA,NA,[a11240799],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1735000],NA,NA,NA,NA,[/m/097206],[128039515],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1804 0260],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n82159738],NA,NA,NA,[Aitken],NA,NA,[18577],NA,NA,NA,NA,NA,NA,[vse2011663259],[36577074],NA,NA,NA,NA,NA,[n98096534],NA,NA,NA,[vtls000461785],NA,[mp75162],[06747831X],NA,NA,NA,NA,NA,NA,[101030357],NA,NA,[1302181],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[44223],NA,NA,[074732943],NA,NA,NA,NA,NA,[w6dz2xm6],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[a1265654],[32151038],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Fellow of the Royal Society],NA,NA,NA,NA,NA,[World War I],NA,[3 November 1967],NA,NA,[E. T. Whittaker],NA,"[University of Edinburgh, University of Otago]",NA,NA,NA,[Aitken],NA,NA,NA,NA,[Alexander],NA,NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q621679,NA,NA,NA,"[Royal Society, Royal Society of Literature, Royal Society of Edinburgh]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician, university teacher]",NA,NA,NA,NA,NA,[Dunedin],[Edinburgh],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitman, E. J. G.",[29 October 1897Gregorian],[Australia],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[P000713b],NA,NA,NA,NA,NA,NA,NA,NA,[1067945830],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[no94015463],NA,NA,NA,[Pitman],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[069918805],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[185785875],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[223625709],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[21 July 1993],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Edwin],NA,NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q1294714,NA,NA,NA,[Australian Academy of Science],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician]",NA,NA,NA,NA,NA,[Melbourne],[Kingston],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koopman, Bernard",[1900],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[/m/06fvf1],[110342050X],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n79072581],NA,NA,NA,NA,NA,NA,[4945],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[w6qs2gps],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[59662956],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[World War II],NA,[18 August 1981],NA,NA,[George David Birkhoff],NA,[Harvard University],NA,[Columbia University],NA,NA,NA,NA,NA,NA,[Bernard],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q822529,NA,NA,NA,NA,NA,NA,[United States Navy],NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician, university teacher]",NA,NA,NA,NA,NA,[Paris],[Randolph],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lehmann, Erich Leo",[20 November 1917Gregorian],[United States of America],[male],NA,[82789],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[122986754],NA,NA,[a10454597],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[32621],NA,NA,NA,NA,[/m/03wj9f_],[120765241],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 2145 7948],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n79029189],NA,NA,NA,NA,NA,NA,[12693],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[28111],NA,NA,[031847447],NA,NA,NA,NA,NA,[w6sg5r8c],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[101824349],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[John Simon Guggenheim Memorial Foundation Fellowship],NA,NA,NA,NA,NA,NA,NA,[12 September 2009],NA,NA,[Jerzy Neyman],NA,"[University of California, Berkeley]",NA,"[University of California, Berkeley]",NA,[Lehmann],NA,NA,NA,NA,[Erich],NA,NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q3731610,NA,NA,NA,"[National Academy of Sciences, American Academy of Arts and Sciences]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[statistician, university teacher]",NA,NA,NA,NA,NA,[Strasbourg],[Berkeley],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sylvester, James Joseph",[3 September 1814Gregorian],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12385203d],NA,NA,NA,[cnp00405227],NA,NA,NA,[SLVR831JJ],NA,NA,NA,NA,NA,NA,[James Joseph Sylvester],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[biography/James-Joseph-Sylvester],NA,[186543],NA,NA,NA,NA,[/m/01j42l],[119290944],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0913 9824],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n86864491],NA,NA,NA,[Sylvester],NA,NA,[37336],NA,NA,NA,NA,NA,NA,[jx20061013018],[36020228],NA,NA,[354/000098060],NA,NA,NA,NA,NA,NA,[vtls000387520],"[000224348, 001434980, 001434271]",[mp53211],[164019170],NA,NA,NA,NA,[OL1435884A],NA,[101026872],NA,NA,[1188847],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[050329154],NA,NA,NA,NA,NA,[w65m693x],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[71473374],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Fellow of the Royal Society, Copley Medal, 1880, Royal Medal, De Morgan Medal, 1887]",NA,NA,NA,NA,NA,NA,NA,[15 March 1897Gregorian],NA,"[Great Soviet Encyclopedia (1969–1978), Сильвестр Джеймс Джозеф, Sylvester, James Joseph (DNB00), Dictionary of National Biography (1885-1900), Sylvester, James Joseph (DNB00), Brockhaus and Efron Encyclopedic Dictionary, Q24490350]",NA,"[William Pitt Durfee, G. B. Halsted, Irving Stringham, Thomas Craig, Fabian Franklin]",[St John's College],NA,"[Johns Hopkins University, University College London]",NA,NA,NA,NA,"[algebra, combinatorics, number theory]",NA,[James],[James Joseph Sylvester.jpg],NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q310781,NA,NA,NA,"[Royal Society, Russian Academy of Sciences, American Academy of Arts and Sciences, Russian Academy of Sciences, Prussian Academy of Sciences]",NA,NA,NA,NA,NA,NA,[English],NA,NA,NA,"[mathematician, actuary, university teacher]",NA,NA,NA,NA,NA,[London],[London],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Oxford],[sylvester.j-j]
"Hibbert, Sir Jack",[14 February 1932],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[101097694],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[089788540],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[110592366],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Knight Commander of the Order of the Bath],NA,NA,NA,NA,NA,NA,NA,[23 August 2005],NA,NA,NA,NA,[London School of Economics],NA,NA,NA,NA,NA,NA,NA,NA,[Jack],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q6113081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician]",NA,NA,NA,NA,NA,[Huddersfield],[Weybridge],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laspeyres, Étienne",[28 November 1834Gregorian],[Germany],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Etienne Laspeyres],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[biography/Etienne-Laspeyres],NA,NA,NA,NA,NA,NA,[/m/02hp_t],[116002069],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0969 0907],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n90661482],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[vtls001306372],NA,NA,[074599887],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[47502749],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4 August 1913Gregorian],NA,NA,NA,NA,NA,NA,"[University of Tartu, University of Basel, Karlsruhe Institute of Technology, Riga Technical University]",NA,NA,[Ernst Adolph Theodor Laspeyres],NA,[statistics],NA,[Étienne],[LaspeyresE.jpg],NA,NA,[human],[German],https://www.wikidata.org/wiki/Special:EntityPage/Q64618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[economist, statistician, university teacher]",NA,NA,NA,NA,NA,[Halle],[Gießen],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stamp, Josiah",[21 June 1880Gregorian],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13534208b],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[19838],NA,NA,NA,NA,NA,[133782271],NA,NA,NA,NA,NA,NA,NA,[mr-josiah-stamp],NA,NA,NA,NA,NA,[0000 0001 0964 5639],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n50082617],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[mp77517],NA,NA,NA,NA,NA,[OL2308332A],NA,[101036237],NA,NA,[1309875],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[050657011],NA,NA,NA,NA,NA,[w61c5wn3],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[37078203],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Knight Grand Cross of the Order of the British Empire, Knight Grand Cross of the Order of the Bath]",NA,NA,NA,"[Trevor Stamp, 3rd Baron Stamp, Wilfred Stamp, 2nd Baron Stamp]",NA,NA,NA,[16 April 1941],NA,NA,NA,NA,[London School of Economics],NA,NA,NA,NA,NA,NA,NA,[I00624524],[Josiah],[Comité Dawes (cropped - Josiah Stamp).jpg],NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q3810352,NA,NA,NA,[British Academy],NA,NA,NA,NA,NA,NA,NA,[Baron Stamp],NA,NA,"[banker, economist, statistician]",NA,NA,NA,NA,NA,[London],[London],NA,NA,NA,NA,NA,NA,"[Wilfred Stamp, 2nd Baron Stamp]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goldstein, Harvey",[30 October 1939],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12487620r],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[/m/077kwq],[115041699],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0000 5656 2476],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n83142978],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[067753043],NA,NA,NA,[0000-0001-7321-653X],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[03408441X],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[GoldsteinHarvey],NA,NA,NA,[14874844],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[University of Bristol],NA,NA,NA,NA,NA,NA,[Harvey],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q1248209,NA,NA,NA,[British Academy],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[statistician, university teacher]","[http://www.bristol.ac.uk/cmm/team/hg/, http://hgeduc.blogspot.com/]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
